"","country","creative","rich","equality","admired","safe","newthings","rules","understanding","modesty","enjoy","free","help","success","strong_gov","exciting","properbehaviour","respected","loyal","environment","traditions","seekfun"
"27997","IT",4,3,5,4,5,4,4,4,5,5,4,4,5,4,5,4,5,5,4,5,4
"6756","CZ",5,3,3,3,5,3,5,4,5,3,5,4,3,5,3,4,4,4,4,4,3
"37177","RU",4,4,2,4,5,4,4,4,3,4,3,4,5,5,3,5,4,4,5,5,3
"30394","LT",2,6,3,2,4,2,3,2,2,2,3,3,3,4,2,3,2,2,3,4,3
"36520","PT",4,2,6,3,5,6,2,6,6,6,6,6,2,6,6,2,4,6,6,3,6
"14770","FI",5,1,6,2,4,5,5,5,4,3,3,5,2,4,2,5,3,5,5,5,4
"16190","FR",5,2,6,2,4,5,1,4,5,6,6,5,2,3,2,3,2,6,4,4,5
"11676","EE",4,5,2,4,4,5,5,5,4,3,4,2,2,4,4,2,3,4,5,2,4
"40165","SI",5,2,4,5,6,6,2,5,6,6,5,5,5,5,3,5,5,5,4,5,4
"14479","FI",5,2,6,1,4,5,5,4,5,2,4,5,2,6,1,4,3,5,5,6,4
"21981","IE",4,5,5,3,4,6,4,3,5,4,4,5,5,4,4,4,6,3,4,5,3
"33932","PL",6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"14593","FI",5,2,6,4,4,5,4,5,4,5,4,5,4,3,3,5,3,4,4,5,5
"16930","FR",5,3,3,3,4,4,3,5,6,5,4,4,5,5,5,6,5,6,5,2,5
"14146","FI",6,3,5,4,4,6,2,4,4,5,6,5,4,4,4,4,5,6,5,4,5
"40037","SE",4,2,6,5,4,3,4,6,5,4,6,5,5,6,5,6,3,3,5,1,5
"24748","IL",6,6,5,3,5,6,5,3,4,6,5,6,5,6,6,6,6,6,5,5,5
"8790","DE",5,5,2,5,2,3,2,5,2,5,5,1,5,1,2,1,2,2,5,2,1
"17157","FR",4,2,5,2,2,2,2,4,4,3,2,4,3,4,2,3,2,4,4,3,4
"27174","IT",4,3,5,5,5,4,3,5,5,3,5,5,5,5,3,5,5,5,5,5,3
"11539","EE",3,2,5,3,3,4,4,4,5,4,4,5,3,5,1,5,2,5,5,3,2
"7053","CZ",5,4,5,4,6,4,4,6,5,4,4,6,5,6,3,5,5,6,5,3,3
"26775","IT",5,3,5,4,3,4,4,6,6,3,6,5,4,5,3,6,5,6,6,3,3
"10470","EE",5,4,5,3,5,4,3,6,5,4,5,5,4,5,2,5,2,5,5,2,3
"8162","DE",4,1,5,2,5,3,5,4,5,3,5,5,3,6,1,5,3,6,5,5,2
"3681","CH",5,2,5,5,5,2,4,6,5,5,6,6,5,5,1,5,6,6,6,2,2
"1232","AT",2,2,6,2,6,2,2,4,6,2,2,2,2,6,2,5,5,6,4,6,2
"3202","BE",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6
"11879","EE",4,5,5,2,4,5,4,5,3,5,4,5,3,5,4,4,2,4,5,3,5
"29629","LT",3,3,5,3,6,2,2,3,5,4,5,5,4,6,3,4,4,6,5,5,4
"35332","PT",5,3,5,5,4,4,2,4,4,4,5,4,2,5,3,4,4,4,4,4,3
"16299","FR",2,2,5,3,6,3,4,3,5,5,6,3,3,5,2,4,2,3,3,3,3
"12626","ES",6,3,5,6,5,5,3,5,6,6,5,5,4,5,5,4,5,5,4,4,4
"32179","NL",6,1,6,4,4,1,1,4,3,6,5,6,5,4,1,1,5,5,2,5,6
"11626","EE",3,2,4,2,4,2,4,5,4,2,4,4,2,4,2,5,2,4,4,5,2
"14412","FI",5,2,4,2,5,4,5,5,4,4,5,6,4,6,2,5,4,5,6,4,3
"39994","SE",5,2,5,4,3,6,5,6,5,5,6,6,4,6,6,3,4,6,6,3,6
"40455","SI",5,2,5,5,5,5,2,5,5,5,5,5,5,6,4,5,5,6,5,5,5
"33055","NO",4,1,5,2,4,2,3,5,4,5,2,6,2,5,4,3,2,5,5,2,2
"23918","IL",3,4,5,6,5,4,5,4,5,4,5,4,3,5,4,5,6,5,4,5,6
"32811","NO",4,2,4,2,2,4,5,4,5,5,5,6,4,4,2,5,5,6,5,4,6
"16002","FR",4,3,4,5,6,5,1,2,2,3,3,5,2,5,5,5,3,2,4,3,3
"7674","DE",6,3,3,2,5,5,5,5,5,5,4,5,4,4,2,5,5,5,5,5,2
"15019","FI",6,4,3,4,4,5,1,5,1,4,6,3,5,3,4,2,3,4,5,4,5
"8300","DE",2,1,5,1,6,1,5,5,6,2,2,5,3,4,1,5,3,5,5,5,2
"12807","ES",3,1,6,4,2,6,6,6,6,5,5,5,3,6,2,6,4,6,6,6,4
"27780","IT",4,3,5,5,5,4,5,4,4,5,5,5,5,5,4,4,5,5,4,4,4
"27648","IT",5,4,4,5,5,3,5,4,4,3,3,5,5,5,3,5,4,5,4,4,4
"33597","NO",2,1,6,2,6,1,6,6,6,2,3,5,3,3,1,6,2,6,6,6,2
"4704","CH",6,4,5,4,3,6,3,6,3,5,6,5,5,4,6,4,3,6,4,2,4
"12253","ES",6,3,6,5,6,6,4,6,6,5,6,6,6,5,5,6,3,6,6,6,6
"6808","CZ",6,6,6,5,6,3,6,5,5,5,6,6,6,6,3,5,6,6,5,5,4
"15112","FI",4,3,4,5,6,5,5,5,5,5,5,5,4,6,3,6,6,6,6,4,5
"29133","LT",4,4,5,6,6,4,3,5,4,5,6,5,6,6,3,4,3,5,4,4,3
"24480","IL",6,6,6,5,6,6,6,5,5,5,6,4,4,6,6,5,5,6,3,1,6
"18532","GB",2,2,3,2,6,6,2,6,4,5,6,6,5,5,4,4,5,5,4,3,2
"14007","FI",3,2,4,4,5,3,5,5,5,3,2,4,2,5,2,5,4,5,6,2,2
"8873","DE",5,3,2,3,4,3,4,5,5,3,5,5,4,3,2,6,3,6,5,6,4
"32787","NO",4,3,4,2,4,2,6,5,3,4,3,5,3,5,2,5,3,5,5,4,4
"30952","NL",6,1,4,2,4,5,4,4,5,5,5,4,2,5,2,3,2,2,4,3,3
"40962","SI",5,1,5,6,6,6,5,2,6,5,6,6,2,6,1,6,2,4,6,6,2
"19249","GB",5,5,5,3,4,4,2,5,5,6,6,5,3,5,4,5,4,5,4,5,6
"14919","FI",5,3,5,4,3,6,3,5,3,5,6,5,5,4,6,3,4,6,5,4,6
"3081","BE",5,4,5,4,5,5,2,4,5,5,5,5,4,5,1,5,3,5,3,5,4
"24032","IL",2,1,6,2,6,4,6,6,6,6,6,6,4,5,2,6,1,6,6,6,6
"5903","CZ",4,5,5,3,4,5,4,4,3,4,4,5,3,4,4,3,5,5,4,4,4
"9282","DE",4,3,6,2,3,4,1,5,4,5,5,4,4,4,3,3,2,6,3,4,6
"13573","ES",6,1,6,2,2,5,6,6,6,2,6,6,1,6,3,2,1,3,6,1,2
"20635","HU",5,5,6,4,5,5,4,4,2,5,6,6,5,6,5,2,5,6,5,2,5
"8914","DE",2,3,2,4,5,3,2,5,3,5,4,4,3,5,1,3,4,5,4,5,3
"734","AT",6,5,6,5,6,5,5,6,6,6,6,6,6,6,4,5,5,5,6,4,5
"18414","GB",2,3,5,6,4,4,5,6,5,4,4,5,4,5,3,4,5,6,4,3,5
"28236","IT",4,3,5,4,4,3,4,4,4,3,4,4,3,4,1,4,4,4,5,5,3
"32098","NL",5,3,5,2,2,5,3,4,5,4,5,4,3,3,4,4,2,5,4,3,5
"1531","AT",3,1,4,4,4,3,2,4,4,3,4,5,4,4,1,4,5,4,5,6,3
"11347","EE",5,4,5,3,6,4,5,4,4,4,5,4,4,6,3,6,4,5,5,5,5
"19836","HU",2,3,6,3,6,1,2,5,6,4,5,5,2,6,2,5,5,6,4,5,4
"18811","GB",5,1,5,2,5,4,5,5,5,1,5,6,2,5,1,5,2,6,6,5,2
"5075","CH",6,4,4,5,4,6,3,4,3,5,5,5,5,6,5,4,3,5,5,5,4
"29073","LT",2,4,6,2,6,2,4,3,5,3,4,5,5,6,2,6,6,5,5,6,2
"16673","FR",5,2,6,4,4,5,1,5,6,5,6,5,3,3,1,5,2,5,6,5,5
"30540","LT",5,5,3,4,3,2,2,2,2,4,4,3,5,4,3,2,4,3,3,3,3
"16320","FR",6,5,6,4,3,5,4,4,4,6,3,3,6,4,5,6,6,4,6,4,6
"27869","IT",6,6,6,6,6,3,3,5,5,3,6,6,6,6,2,5,5,6,5,6,3
"37713","RU",2,2,4,2,4,3,2,6,5,5,5,4,4,6,2,5,4,6,6,6,6
"37242","RU",4,3,5,4,4,5,2,4,4,6,4,4,5,5,4,5,5,6,5,5,6
"36808","RU",3,4,2,4,4,2,2,6,6,6,6,6,6,6,2,6,2,6,6,6,2
"28605","IT",3,3,5,3,5,4,5,4,5,3,6,4,3,6,1,4,3,4,5,5,3
"18572","GB",5,3,6,2,3,5,4,5,5,2,5,4,3,3,3,5,2,4,5,3,3
"21300","IE",5,5,5,5,5,5,3,5,4,5,5,5,5,5,4,3,3,5,4,3,5
"34641","PL",6,6,6,1,6,5,6,6,5,3,5,4,3,5,3,5,5,5,4,4,3
"5064","CH",6,2,6,5,6,3,6,6,5,5,5,6,3,6,1,5,6,6,6,6,5
"19799","HU",4,3,5,5,4,5,6,4,6,6,6,5,3,4,5,4,5,4,6,5,4
"8206","DE",4,1,4,2,3,2,2,5,5,2,2,5,2,5,1,2,2,5,5,2,2
"41223","SI",5,1,5,4,5,2,2,5,5,2,4,5,4,5,2,6,5,5,5,5,1
"35290","PL",5,5,5,4,5,6,6,5,5,4,4,4,6,6,6,5,4,5,5,4,4
"4922","CH",4,3,5,2,6,2,4,5,5,5,5,5,2,6,2,6,6,6,5,5,1
"40045","SE",5,6,5,4,6,6,5,5,4,5,5,5,4,5,5,3,5,6,5,4,6
"32822","NO",3,3,3,3,4,3,4,4,4,4,4,4,4,3,2,4,4,4,4,3,3
"2720","BE",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,4,5,4
"23788","IL",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6
"13578","ES",5,2,6,3,3,4,4,6,5,5,6,5,3,3,5,2,3,5,6,4,6
"4941","CH",5,2,6,4,2,3,2,5,5,6,4,5,3,2,4,6,2,6,5,2,5
"10574","EE",4,5,4,3,5,5,2,5,4,4,5,5,3,3,3,5,2,5,4,5,3
"3176","BE",3,2,4,3,5,4,2,5,5,5,5,5,4,5,3,2,2,5,5,3,4
"20092","HU",4,4,5,5,6,5,3,5,4,4,5,4,4,5,4,3,5,4,4,5,4
"7464","DE",5,1,3,3,4,3,5,5,5,4,6,6,3,4,1,4,2,5,6,5,2
"10855","EE",6,4,5,5,3,4,3,6,3,5,6,5,5,5,5,4,4,6,6,5,5
"7165","CZ",5,4,4,2,6,3,2,3,2,4,5,4,5,6,2,4,2,5,5,3,5
"17114","FR",5,2,5,3,3,4,3,4,4,5,5,3,1,4,1,4,3,4,5,4,4
"34484","PL",5,5,6,5,4,4,2,4,2,5,5,4,5,5,6,3,5,6,2,5,4
"28714","IT",4,3,4,5,5,3,5,5,5,3,3,4,5,6,3,5,3,4,6,6,5
"39851","SE",4,3,6,4,2,6,4,6,6,4,4,4,3,3,4,5,3,6,4,2,3
"23272","IE",1,1,6,2,5,4,1,5,5,3,4,6,1,4,4,2,2,3,5,5,4
"11095","EE",4,2,4,2,1,4,2,4,4,4,5,3,2,5,2,5,4,4,4,2,5
"14886","FI",6,1,4,4,5,3,2,5,3,4,6,5,5,3,2,5,5,6,6,5,3
"17526","FR",5,4,5,5,5,4,5,6,6,6,5,6,3,5,3,6,6,6,5,4,6
"7966","DE",4,3,6,2,4,2,4,5,6,3,5,6,3,4,1,4,3,6,5,5,2
"762","AT",4,2,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5
"9515","DE",4,3,5,3,2,5,5,5,5,3,5,5,4,5,4,4,3,5,5,4,5
"24743","IL",2,2,5,5,6,2,2,2,6,4,6,6,2,2,5,6,2,6,5,5,5
"30573","LT",3,5,5,4,5,2,5,3,5,3,4,4,3,5,2,5,4,4,4,4,2
"35569","PT",6,1,6,4,6,5,6,6,6,3,6,6,4,6,3,5,4,6,6,1,2
"10782","EE",3,4,4,2,5,4,5,5,6,3,5,5,3,6,1,5,3,5,5,5,2
"14367","FI",6,3,6,2,5,5,5,4,4,5,6,5,4,5,3,4,3,4,5,4,5
"499","AT",6,3,4,5,5,6,5,5,4,4,6,4,5,6,6,1,4,6,6,6,4
"18883","GB",5,4,6,6,6,6,5,6,5,5,4,5,5,6,6,5,5,5,6,4,5
"27145","IT",4,2,4,3,6,6,3,3,3,3,4,2,6,6,4,3,4,6,3,3,3
"6352","CZ",5,4,1,4,4,4,4,1,1,4,6,4,5,6,4,4,5,6,6,4,5
"9251","DE",5,2,5,2,5,5,2,6,6,4,5,6,2,3,2,4,5,5,4,4,3
"29105","LT",1,1,3,2,4,1,3,2,3,1,2,3,3,4,1,3,4,3,3,4,1
"4041","CH",5,2,4,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5
"15207","FI",5,3,4,4,5,5,6,6,4,5,5,5,5,5,3,5,5,6,6,5,5
"13293","ES",5,5,5,3,5,3,5,5,5,5,5,5,3,5,4,5,5,5,5,3,5
"10957","EE",6,4,4,5,6,4,5,5,5,5,5,4,5,5,3,5,5,4,5,5,5
"22069","IE",6,6,6,6,6,5,5,6,2,6,2,6,6,5,4,3,2,6,4,5,6
"40704","SI",5,4,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"10059","EE",6,1,6,3,6,5,5,6,6,5,5,5,3,4,5,2,4,5,6,5,4
"9646","DE",5,4,5,5,4,5,2,5,2,5,5,4,4,2,5,2,3,6,4,4,6
"25629","IL",6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"36468","PT",6,4,6,5,6,4,2,6,6,6,6,5,5,6,1,5,5,5,5,4,4
"28049","IT",4,2,4,4,5,5,5,5,5,3,4,3,3,4,2,2,3,3,5,6,5
"10805","EE",5,2,5,2,4,2,2,5,5,5,5,5,2,5,2,3,2,5,5,4,3
"4556","CH",6,2,5,6,5,4,6,6,6,5,6,5,5,5,2,2,2,5,3,3,6
"4490","CH",6,4,3,2,3,5,3,2,5,6,5,3,2,3,1,2,5,3,5,4,3
"25966","IS",2,2,5,2,6,2,4,4,6,5,5,5,3,4,1,3,4,6,4,3,3
"23276","IE",4,4,3,2,5,2,2,4,6,5,6,6,6,6,4,5,3,5,2,3,4
"12203","ES",5,1,6,3,5,4,2,5,5,4,5,6,2,1,1,2,5,5,5,2,2
"2081","BE",5,3,5,3,5,5,2,5,5,5,4,5,4,5,4,5,2,5,6,5,4
"23573","IL",4,3,5,5,6,4,5,6,5,5,5,6,4,6,3,6,5,6,4,3,4
"22605","IE",5,5,5,5,6,5,5,5,4,5,4,5,6,4,3,5,4,5,3,3,4
"2835","BE",4,4,4,3,4,4,4,4,4,5,6,4,3,5,3,4,4,6,6,5,6
"28153","IT",4,5,5,6,5,5,4,5,5,5,4,5,5,4,5,5,5,4,5,5,5
"18339","GB",3,2,6,5,5,4,5,5,4,4,5,5,4,5,3,4,4,5,5,5,4
"4674","CH",5,2,5,5,5,4,4,5,5,5,5,5,3,5,2,5,5,6,6,5,5
"39058","SE",4,2,3,3,3,3,3,4,3,3,4,5,3,3,2,4,3,5,5,5,4
"8155","DE",3,2,6,5,6,6,4,6,6,4,6,6,3,6,2,5,2,6,5,5,4
"21272","IE",4,4,5,6,6,4,5,5,3,4,6,6,3,6,2,6,5,6,4,6,6
"27643","IT",3,3,4,4,5,4,4,5,5,3,5,5,4,4,2,5,5,5,5,5,1
"16194","FR",4,1,5,2,2,3,1,4,5,6,4,4,1,4,2,3,1,6,6,4,4
"17411","FR",5,2,4,3,4,4,4,5,5,5,3,5,3,5,3,3,3,5,3,3,3
"23088","IE",2,5,4,5,3,3,2,2,3,5,3,5,5,5,6,6,6,6,4,4,5
"21688","IE",4,2,4,2,3,5,2,5,3,5,5,5,2,5,4,2,2,4,2,2,5
"12023","ES",2,2,6,3,6,3,3,6,5,2,5,5,5,4,2,5,3,5,4,3,3
"25598","IL",5,4,4,4,5,6,3,4,4,6,5,4,5,5,4,3,6,4,4,5,3
"4963","CH",4,3,2,4,5,5,3,4,4,5,5,5,4,4,5,3,4,5,6,6,5
"36915","RU",4,3,6,3,5,5,2,4,4,2,4,3,4,6,3,4,3,5,6,6,2
"27805","IT",6,3,6,6,6,6,5,5,5,3,6,6,6,6,3,5,2,5,5,4,5
"8921","DE",6,1,6,4,6,6,2,6,6,6,6,6,3,6,2,5,1,6,5,6,5
"38427","RU",3,3,6,4,6,4,4,5,5,5,5,5,4,4,2,4,4,4,6,6,6
"27832","IT",2,3,4,4,5,4,4,4,5,2,4,5,5,5,1,5,5,5,5,5,5
"37794","RU",2,5,3,4,4,5,4,3,3,4,4,3,4,5,4,3,4,4,5,4,4
"7521","DE",4,1,5,5,5,4,2,5,5,5,5,5,3,5,5,5,4,5,5,4,5
"3341","BE",4,3,6,4,5,5,5,5,3,5,5,6,4,5,3,5,4,6,6,4,5
"12589","ES",5,3,4,5,6,5,5,5,4,2,5,5,5,3,3,3,5,5,5,5,5
"23084","IE",4,1,5,2,3,3,2,3,6,2,5,5,2,5,2,5,2,4,6,2,2
"21560","IE",5,4,4,3,6,5,4,6,5,4,4,4,5,5,3,4,4,4,4,3,4
"26516","IT",3,3,3,4,4,3,4,4,4,1,1,4,4,4,1,4,4,4,4,4,1
"41095","SI",6,4,6,4,3,5,3,4,5,6,6,6,5,2,5,5,5,6,4,5,6
"33937","PL",3,1,6,2,6,2,6,4,6,2,5,5,3,6,2,6,6,6,6,6,3
"31648","NL",5,4,4,5,4,5,5,4,3,5,5,4,5,4,6,4,4,5,3,4,5
"16266","FR",6,1,6,5,3,5,5,6,3,5,5,5,5,5,5,2,5,5,6,1,2
"21918","IE",6,1,5,5,5,5,5,5,5,2,5,5,5,5,2,5,5,5,6,6,3
"28436","IT",5,4,5,6,6,5,4,6,6,3,5,5,6,6,3,5,6,5,5,5,3
"31453","NL",5,3,5,4,5,4,4,5,4,5,5,5,4,5,3,5,5,5,5,3,6
"14132","FI",2,1,4,1,6,3,4,5,5,5,4,5,3,6,2,3,1,6,5,4,5
"36393","PT",3,1,3,4,4,4,6,4,5,4,4,5,4,4,4,6,1,4,3,4,3
"22085","IE",5,4,5,4,4,4,3,4,5,6,5,5,4,5,5,2,3,3,4,5,6
"3948","CH",4,2,5,3,5,4,3,4,3,5,5,5,5,5,2,3,4,5,4,5,4
"16957","FR",6,3,4,4,4,3,1,4,3,5,5,5,3,6,4,2,1,5,3,1,3
"20682","HU",5,1,6,2,6,5,2,6,6,4,6,6,2,5,1,6,1,6,6,6,5
"35729","PT",3,1,6,3,6,1,5,6,5,3,6,6,3,6,1,3,1,6,6,4,1
"22621","IE",5,1,5,1,6,1,3,4,3,4,6,1,2,6,1,5,6,6,6,5,1
"30067","LT",6,4,5,5,6,2,5,5,5,2,6,5,5,5,2,5,6,5,6,6,2
"1426","AT",6,2,3,6,3,3,2,4,2,6,6,3,6,6,2,5,6,6,6,6,6
"19537","HU",6,2,6,4,5,4,4,6,4,4,4,4,2,1,1,5,2,5,6,6,5
"16680","FR",6,2,6,2,2,3,5,4,4,5,6,4,2,5,3,4,3,6,5,3,3
"36026","PT",6,1,5,4,4,2,4,5,5,5,6,5,5,5,3,5,5,6,5,5,3
"5585","CZ",2,2,3,2,4,3,3,3,3,4,4,3,2,4,3,2,2,5,3,3,5
"14138","FI",4,6,5,6,6,6,6,5,3,6,5,6,6,6,6,5,6,6,5,6,6
"38822","SE",5,2,6,1,6,6,2,6,5,4,6,6,2,5,2,5,5,6,5,2,5
"5265","CZ",4,5,3,3,4,5,4,6,2,4,3,5,4,4,2,3,3,4,3,4,5
"20547","HU",3,4,4,4,5,5,5,5,5,2,4,4,4,3,2,5,3,5,5,5,5
"38292","RU",3,4,4,5,5,4,3,3,3,5,5,5,5,5,3,3,5,5,4,4,5
"35823","PT",5,4,5,4,3,2,3,4,4,5,5,4,5,3,3,2,2,6,5,1,5
"2630","BE",6,1,6,2,3,5,2,5,5,5,6,6,2,4,5,5,2,6,5,5,5
"32519","NO",4,2,4,4,6,5,6,6,4,4,5,5,6,6,4,6,4,6,2,6,4
"14984","FI",4,2,5,1,5,5,5,6,3,2,5,4,2,2,4,3,2,4,4,4,6
"35555","PT",5,3,5,5,4,5,3,6,4,5,6,4,4,4,5,3,3,5,5,2,5
"38011","RU",5,2,2,1,2,5,6,5,5,1,5,5,1,4,5,4,6,5,5,3,6
"26000","IS",6,2,5,1,3,3,6,5,3,3,3,5,1,4,4,1,1,5,4,1,2
"12732","ES",5,2,6,5,6,5,2,6,6,6,6,6,5,6,6,2,3,6,6,3,6
"361","AT",5,2,5,2,5,1,5,1,5,5,5,5,2,2,2,5,2,5,5,2,2
"30595","LT",3,4,4,4,4,4,3,3,3,5,4,3,4,5,4,2,4,4,2,3,4
"13381","ES",6,2,6,4,5,6,4,5,5,5,6,5,5,3,3,3,2,5,5,1,6
"1164","AT",3,3,4,3,5,2,4,4,4,2,5,4,3,4,1,4,4,4,3,3,1
"31775","NL",6,1,4,1,5,5,1,5,4,5,6,6,1,4,5,1,1,6,6,4,6
"8771","DE",3,5,4,5,4,3,2,3,2,5,4,4,4,5,2,5,4,4,5,5,3
"20320","HU",3,3,4,3,5,4,4,3,3,6,5,4,3,5,1,5,4,5,4,4,4
"40114","SI",5,2,5,2,5,4,5,5,5,4,5,5,2,5,2,4,5,5,5,2,4
"22544","IE",6,2,6,4,6,3,2,6,6,2,5,6,4,5,2,4,4,2,5,3,4
"23474","IE",4,2,5,2,5,3,2,4,3,4,4,3,2,6,2,4,2,4,5,2,3
"6687","CZ",4,3,4,5,2,3,4,3,4,3,5,1,2,2,3,3,4,3,2,3,2
"2573","BE",4,2,4,4,5,3,2,5,5,2,4,4,3,5,1,4,4,5,5,1,1
"5520","CZ",6,6,2,6,4,6,3,2,2,6,5,4,5,5,5,2,3,4,6,3,6
"28415","IT",5,2,5,2,6,4,5,4,5,3,5,5,3,5,3,5,4,5,5,5,4
"12747","ES",5,2,5,2,5,5,1,4,4,5,5,6,2,6,5,5,2,6,6,5,5
"8600","DE",5,4,6,5,5,2,4,5,6,6,5,5,5,6,2,3,3,6,4,5,3
"25391","IL",5,3,6,5,6,3,5,5,6,5,5,6,6,6,3,5,5,6,5,5,5
"22463","IE",5,5,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"14162","FI",4,3,5,3,5,4,3,4,5,4,5,5,2,4,3,3,2,5,4,2,4
"14437","FI",6,2,5,2,5,3,4,5,5,2,5,5,3,3,4,5,2,5,5,3,2
"3177","BE",4,4,3,5,3,2,3,3,4,6,6,4,5,5,4,3,4,4,3,4,6
"4708","CH",6,2,6,6,4,6,2,6,5,6,6,6,5,3,6,5,4,6,6,5,6
"20079","HU",4,4,5,4,5,4,4,3,4,4,4,3,4,5,3,4,4,4,4,4,4
"33169","NO",5,3,5,3,5,3,5,5,5,4,5,3,3,4,3,5,5,5,5,5,4
"40516","SI",6,2,5,4,4,5,4,5,5,5,4,5,3,4,4,4,4,3,6,3,4
"1707","AT",4,3,5,5,5,3,4,4,5,4,4,6,5,5,3,5,4,5,5,4,3
"26055","IS",5,3,2,2,2,6,2,5,3,4,6,6,6,3,6,4,2,6,3,6,4
"6110","CZ",4,5,5,6,5,4,4,5,4,4,5,5,4,6,2,4,3,5,6,5,3
"8988","DE",5,3,3,2,4,4,4,5,4,5,4,5,4,4,3,2,5,5,5,2,3
"38498","RU",6,4,6,6,6,4,2,4,6,5,6,6,6,6,4,6,6,6,6,5,6
"33853","PL",5,3,6,3,5,3,3,5,5,3,5,5,4,5,2,6,4,4,5,4,3
"5605","CZ",5,5,5,5,5,5,5,5,4,5,5,6,5,6,3,6,5,6,6,6,4
"7377","DE",3,3,5,2,5,3,4,6,4,4,3,6,4,3,2,3,2,5,5,4,3
"35879","PT",5,2,6,2,4,4,2,4,4,4,4,5,2,4,2,3,2,5,4,4,4
"21087","IE",6,2,5,3,5,3,5,3,5,2,5,5,2,3,2,5,2,5,2,5,2
"23282","IE",4,4,6,6,6,2,6,6,5,4,6,5,6,5,6,6,6,6,4,6,4
"16926","FR",2,2,3,2,3,2,2,3,3,3,2,2,2,4,2,3,2,3,3,3,3
"14066","FI",5,1,6,1,4,5,4,6,6,6,6,6,2,6,3,3,2,6,4,4,6
"27229","IT",6,3,4,4,6,6,6,6,6,3,5,6,4,5,2,6,3,6,6,6,4
"11440","EE",2,2,5,2,5,1,1,4,5,2,3,3,1,3,1,4,2,4,4,4,2
"22295","IE",5,2,5,5,5,6,5,5,6,4,5,6,5,5,4,5,5,5,5,4,5
"31587","NL",6,2,5,6,5,4,5,6,6,4,6,3,5,6,4,6,4,5,6,4,5
"1099","AT",4,3,4,2,4,5,4,4,4,4,5,6,3,4,3,4,3,5,5,4,4
"38867","SE",4,2,4,3,2,2,6,4,4,3,2,4,2,5,2,2,3,3,4,5,4
"12378","ES",5,2,5,4,4,5,5,4,4,4,5,5,4,4,3,3,2,5,5,5,4
"30416","LT",2,3,2,3,3,3,2,3,3,2,3,3,3,4,3,4,4,4,3,4,3
"34867","PL",5,4,4,5,6,5,4,4,5,4,6,5,5,5,3,4,6,6,5,4,4
"34009","PL",5,4,5,5,5,3,4,5,4,3,6,5,5,5,3,5,6,6,5,5,4
"4073","CH",6,4,6,6,6,5,1,6,2,6,6,6,5,6,6,3,5,6,6,5,6
"27653","IT",4,3,5,5,5,4,4,4,4,3,4,5,5,6,3,4,5,5,5,5,4
"11967","EE",5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"9043","DE",6,2,4,1,5,2,1,4,6,2,6,5,2,6,1,2,5,6,3,5,1
"37841","RU",5,3,2,2,3,5,3,4,5,4,5,3,4,5,4,3,4,5,4,1,4
"16486","FR",5,5,5,3,2,3,2,4,2,5,5,5,4,3,3,3,5,5,2,3,5
"25316","IL",5,3,6,5,6,5,6,6,6,4,5,6,6,5,4,6,6,6,6,6,5
"37924","RU",4,4,6,3,6,2,4,4,6,3,2,6,5,6,2,5,6,6,6,6,2
"31824","NL",6,3,6,4,4,4,4,6,5,4,4,4,3,3,3,4,3,5,4,4,5
"38232","RU",4,4,5,4,5,5,4,4,5,5,5,5,4,4,4,5,4,4,5,4,5
"24957","IL",5,2,6,2,5,4,5,5,5,5,6,6,3,6,3,6,3,6,6,2,5
"31615","NL",5,2,6,2,5,5,2,6,5,5,6,5,2,2,6,4,2,5,5,2,5
"16250","FR",4,2,6,5,4,3,4,5,6,5,6,6,4,3,3,3,3,5,6,5,5
"1070","AT",5,6,6,5,6,5,5,3,5,5,5,3,5,6,6,5,4,5,4,5,4
"39276","SE",5,4,5,5,5,5,4,5,5,5,5,4,4,3,2,4,4,5,5,5,5
"15849","FR",5,3,5,3,6,4,6,5,4,5,4,6,4,5,1,5,5,6,6,6,5
"34234","PL",5,4,4,4,2,5,5,4,4,3,5,6,5,4,5,5,6,5,5,5,3
"12307","ES",4,1,5,1,5,6,5,5,6,1,5,5,1,6,1,4,4,4,4,4,4
"21061","IE",4,1,6,1,6,4,1,6,4,5,6,6,4,4,4,5,5,6,5,6,5
"17797","GB",6,2,4,3,6,5,3,6,4,5,5,5,5,4,2,4,2,6,4,1,6
"37988","RU",3,4,5,4,6,2,4,5,6,5,4,5,3,6,1,5,6,6,6,6,3
"3828","CH",6,2,5,3,3,5,3,5,5,4,5,5,5,4,4,4,4,6,6,5,3
"5598","CZ",3,1,5,2,5,2,4,4,5,2,3,5,2,4,2,5,3,5,5,5,2
